Date,Open,High,Low,Close,Adj Close,Volume
2015-11-23,54.080002,54.200001,53.779999,54.009998,50.757023,8688100
2015-11-24,53.560001,53.680000,53.099998,53.480000,50.258953,10507200
2015-11-25,53.619999,53.919998,53.459999,53.720001,50.484497,6078900
2015-11-27,53.360001,54.200001,53.360001,53.959999,50.710037,2981600
2015-11-30,54.040001,54.110001,53.000000,53.009998,49.817253,13363200
2015-12-01,53.770000,54.639999,53.439999,54.570000,51.283298,12996800
2015-12-02,54.660000,54.990002,53.750000,53.820000,50.578472,10099300
2015-12-03,54.070000,54.090000,52.240002,52.590000,49.422554,13595100
2015-12-04,52.869999,53.680000,52.830002,53.639999,50.409309,13687000
2015-12-07,54.020000,54.230000,53.180000,53.680000,50.446896,8696000
2015-12-08,53.570000,54.400002,53.220001,53.470001,50.249554,7573200
2015-12-09,53.279999,53.610001,52.520000,52.820000,49.638702,10357200
2015-12-10,53.020000,53.980000,52.820000,53.689999,50.456306,11436400
2015-12-11,53.000000,53.279999,52.020000,52.150002,49.432575,10397900
2015-12-14,52.150002,52.360001,51.650002,52.200001,49.479973,11928300
2015-12-15,52.480000,53.189999,52.230000,52.900002,50.143501,11585900
2015-12-16,53.419998,54.110001,53.000000,54.020000,51.205135,10014300
2015-12-17,54.110001,54.250000,52.660000,52.660000,49.915997,13517100
2015-12-18,52.150002,52.320000,51.610001,51.639999,48.949146,21101800
2015-12-21,52.150002,52.150002,51.200001,51.869999,49.167171,11636100
2015-12-22,52.009998,52.230000,51.279999,52.099998,49.385178,12159700
2015-12-23,52.380001,53.220001,52.360001,52.980000,50.219330,7127400
2015-12-24,52.790001,53.130001,52.610001,52.849998,50.096104,2980100
2015-12-28,52.790001,53.040001,52.570000,52.840000,50.086628,4834600
2015-12-29,52.970001,53.610001,52.910000,53.340000,50.560566,6608500
2015-12-30,53.340000,53.580002,53.080002,53.250000,50.475258,5560300
2015-12-31,52.799999,53.290001,52.660000,52.820000,50.067657,8292900
2016-01-04,52.009998,52.610001,51.610001,52.480000,49.745384,17174600
2016-01-05,52.790001,53.470001,52.669998,53.150002,50.380466,11075500
2016-01-06,52.509998,52.950001,52.209999,52.419998,49.688507,12465900
2016-01-07,51.520000,52.320000,51.439999,51.959999,49.252476,12720000
2016-01-08,52.509998,52.520000,50.860001,51.080002,48.418339,14156200
2016-01-11,51.250000,51.540001,50.610001,51.250000,48.579475,14294300
2016-01-12,51.509998,52.070000,50.980000,51.759998,49.062901,11321000
2016-01-13,51.910000,52.060001,50.580002,50.660000,48.020210,16546600
2016-01-14,50.669998,52.110001,50.590000,51.799999,49.100819,13568500
2016-01-15,50.500000,51.299999,50.099998,51.139999,48.475204,15490400
2016-01-19,51.599998,51.910000,50.810001,51.340000,48.664783,10929500
2016-01-20,50.290001,51.020000,49.299999,50.549999,47.915951,15920400
2016-01-21,50.779999,51.320000,50.090000,50.919998,48.266663,11927200
2016-01-22,51.439999,51.740002,50.950001,51.349998,48.674267,10812800
2016-01-25,51.349998,51.439999,50.759998,50.919998,48.266663,9280500
2016-01-26,51.049999,51.599998,50.759998,51.450001,48.769054,9014600
2016-01-27,50.660000,51.570000,49.830002,50.369999,47.745331,13119100
2016-01-28,50.330002,50.540001,48.980000,49.200001,46.636295,18126900
2016-01-29,49.799999,50.669998,49.580002,50.669998,48.029697,16922700
2016-02-01,50.389999,50.980000,49.840000,50.750000,48.105526,11431200
2016-02-02,50.270000,50.509998,49.900002,50.410000,47.783245,14899300
2016-02-03,49.619999,50.110001,48.580002,50.049999,47.442001,19568600
2016-02-04,49.700001,49.740002,48.029999,48.590000,46.058083,20421000
2016-02-05,48.599998,49.720001,48.270000,49.380001,46.806919,16883000
2016-02-08,48.930000,49.330002,47.970001,48.830002,46.285576,13345100
2016-02-09,48.689999,49.570000,48.400002,49.160000,46.598381,10523000
2016-02-10,49.509998,50.410000,49.490002,49.529999,46.949100,11036100
2016-02-11,48.810001,49.389999,48.509998,48.849998,46.304531,11088400
2016-02-12,48.980000,49.110001,48.279999,49.029999,46.475151,13598300
2016-02-16,49.400002,49.990002,49.240002,49.779999,47.186069,11416200
2016-02-17,50.000000,50.650002,49.959999,50.599998,47.963341,9323300
2016-02-18,50.599998,50.990002,50.250000,50.320000,47.697933,9612900
2016-02-19,50.250000,50.400002,49.869999,50.119999,47.508358,8964200
2016-02-22,50.279999,50.779999,50.130001,50.770000,48.124485,7770300
2016-02-23,50.560001,50.939999,50.430000,50.540001,47.906467,7899500
2016-02-24,50.160000,50.619999,49.630001,50.560001,47.925426,7572700
2016-02-25,50.560001,51.000000,50.389999,51.000000,48.342506,8682900
2016-02-26,51.049999,51.130001,50.630001,50.639999,48.001255,9251300
2016-02-29,50.520000,50.830002,50.150002,50.209999,47.593666,12888700
2016-03-01,50.389999,51.939999,50.090000,51.750000,49.053421,12105700
2016-03-02,51.630001,52.439999,51.520000,52.270000,49.546326,11974100
2016-03-03,52.180000,52.320000,51.150002,52.099998,49.385178,9791500
2016-03-04,51.849998,52.290001,51.500000,52.080002,49.366222,9085800
2016-03-07,51.840000,52.930000,51.750000,52.639999,49.897045,7466300
2016-03-08,52.360001,52.930000,52.290001,52.450001,49.716938,8269000
2016-03-09,52.580002,52.889999,52.099998,52.360001,49.631634,9150600
2016-03-10,52.689999,53.240002,52.430000,53.040001,50.276203,12201200
2016-03-11,53.020000,53.459999,52.779999,53.200001,50.869038,15532400
2016-03-14,53.150002,53.320000,52.840000,53.080002,50.754295,6532900
2016-03-15,52.480000,52.639999,51.950001,52.419998,50.123211,9060700
2016-03-16,52.310001,52.310001,51.560001,51.939999,49.664246,9981300
2016-03-17,51.930000,51.970001,51.330002,51.529999,49.272209,9578400
2016-03-18,51.740002,52.419998,51.590000,52.250000,49.960659,14424300
2016-03-21,52.330002,52.830002,52.099998,52.799999,50.486557,7647100
2016-03-22,52.580002,53.459999,52.549999,53.029999,50.706482,9302300
2016-03-23,53.599998,53.599998,52.849998,53.080002,50.754295,9947500
2016-03-24,52.790001,53.349998,52.590000,53.070000,50.744736,7566200
2016-03-28,53.119999,53.290001,52.650002,52.830002,50.515247,6046800
2016-03-29,52.910000,53.410000,52.570000,53.320000,50.983780,7331200
2016-03-30,53.480000,53.549999,53.110001,53.220001,50.888161,6403900
2016-03-31,53.080002,53.480000,52.759998,52.910000,50.591743,8335000
2016-04-01,52.500000,53.790001,52.439999,53.700001,51.347126,8683100
2016-04-04,53.910000,54.630001,53.750000,54.400002,52.016457,10249600
2016-04-05,54.090000,54.720001,53.990002,54.240002,51.863468,9000800
2016-04-06,54.349998,55.790001,54.259998,55.630001,53.192566,12429000
2016-04-07,55.340000,55.779999,55.049999,55.419998,52.991764,10536800
2016-04-08,55.750000,55.910000,55.099998,55.360001,52.934395,6987400
2016-04-11,55.369999,55.740002,54.980000,55.049999,52.637978,7065600
2016-04-12,54.970001,55.750000,54.939999,55.340000,52.915272,5885300
2016-04-13,55.459999,55.990002,55.270000,55.959999,53.508110,8444500
2016-04-14,56.020000,56.599998,55.939999,56.450001,53.976639,8232000
2016-04-15,56.529999,56.549999,55.880001,56.139999,53.680222,8434400
2016-04-18,56.139999,56.830002,55.919998,56.509998,54.034004,7780600
2016-04-19,56.730000,57.380001,56.220001,56.860001,54.368675,7644200
2016-04-20,57.150002,57.400002,56.439999,56.580002,54.100945,8520900
2016-04-21,56.340000,57.029999,56.310001,56.599998,54.120064,10535300
2016-04-22,56.689999,57.029999,56.509998,56.740002,54.253933,7093500
2016-04-25,56.480000,56.639999,56.000000,56.220001,53.756714,8280200
2016-04-26,56.410000,56.419998,55.869999,56.040001,53.584602,7226600
2016-04-27,56.060001,56.619999,56.060001,56.310001,53.842773,6941400
2016-04-28,55.889999,56.230000,55.549999,55.740002,53.297745,9094700
2016-04-29,55.639999,55.639999,54.560001,54.840000,52.437180,13228000
2016-05-02,54.849998,55.360001,54.700001,55.299999,52.877026,9678900
2016-05-03,55.139999,55.450001,54.849998,55.080002,52.666672,7601200
2016-05-04,54.709999,55.040001,54.470001,54.810001,52.408493,7706000
2016-05-05,54.279999,54.400002,53.340000,54.090000,51.720039,11225200
2016-05-06,53.820000,53.970001,53.060001,53.599998,51.251511,10526300
