Date,Open,High,Low,Close,Adj Close,Volume
2017-08-11,62.419998,62.959999,62.259998,62.380001,61.932049,6051000
2017-08-14,62.910000,63.000000,62.590000,62.669998,62.219963,5467100
2017-08-15,62.730000,63.029999,62.490002,62.500000,62.051186,6316000
2017-08-16,62.430000,62.930000,62.330002,62.700001,62.249748,6061200
2017-08-17,62.750000,63.020000,61.810001,61.840000,61.395924,9150100
2017-08-18,61.770000,61.820000,61.160000,61.490002,61.048439,8421700
2017-08-21,61.480000,62.040001,61.430000,61.970001,61.524990,7197200
2017-08-22,61.970001,62.500000,61.919998,62.419998,61.971756,5515200
2017-08-23,62.250000,62.599998,62.150002,62.150002,61.703701,6434900
2017-08-24,62.250000,62.910000,62.189999,62.709999,62.259674,7750100
2017-08-25,62.869999,63.290001,62.770000,62.939999,62.488022,5274900
2017-08-28,63.110001,63.459999,62.980000,63.320000,62.865295,7498200
2017-08-29,63.130001,63.209999,62.720001,63.119999,62.666733,6564700
2017-08-30,63.139999,63.169998,62.900002,63.119999,62.666733,5022500
2017-08-31,63.349998,63.919998,62.950001,63.860001,63.401421,12903000
2017-09-01,63.790001,64.099998,63.599998,63.830002,63.371635,6185100
2017-09-05,63.750000,64.110001,63.459999,63.619999,63.163139,7236200
2017-09-06,63.889999,64.330002,63.770000,64.000000,63.540413,7148700
2017-09-07,64.089996,64.419998,63.790001,64.320000,63.858116,6856400
2017-09-08,63.990002,64.529999,63.939999,64.269997,63.808472,7365800
2017-09-11,64.940002,65.309998,64.680000,65.129997,64.662292,10291600
2017-09-12,65.120003,65.620003,65.120003,65.459999,64.989929,7354200
2017-09-13,65.360001,65.550003,65.300003,65.449997,64.979996,5628700
2017-09-14,64.989998,66.169998,64.910004,66.120003,66.120003,9959100
2017-09-15,66.169998,66.379997,65.750000,66.160004,66.160004,14685800
2017-09-18,66.019997,66.410004,65.809998,65.989998,65.989998,10543200
2017-09-19,66.019997,66.160004,65.680000,65.949997,65.949997,7009300
2017-09-20,66.070000,66.309998,65.190002,65.790001,65.790001,9450000
2017-09-21,65.849998,65.930000,65.519997,65.599998,65.599998,5968700
2017-09-22,65.629997,65.699997,65.070000,65.129997,65.129997,7465900
2017-09-25,65.160004,65.400002,65.040001,65.180000,65.180000,5573400
2017-09-26,65.099998,65.320000,64.720001,64.760002,64.760002,6976200
2017-09-27,64.680000,64.750000,64.320000,64.570000,64.570000,6691900
2017-09-28,64.269997,64.660004,64.169998,64.290001,64.290001,7022800
2017-09-29,64.290001,64.529999,63.330002,64.029999,64.029999,11449600
